Age,playerid,PA,K%,ISO,wOBA,LD%,GB%,FB%,Soft%,Med%,Hard%,batter,Pos,height,weight,game_year
31,1873,516,18.0%,0.229,0.395,20.6%,45.9%,33.5%,18.0%,49.3%,32.7%,407812,LF,76,240,2011
26,3433,219,18.3%,0.24,0.395,19.1%,43.8%,37.0%,19.6%,49.1%,31.3%,501800,1B,74,215,2011
25,4949,318,29.9%,0.341,0.394,20.3%,34.8%,44.9%,16.0%,34.2%,49.7%,519317,RF,78,245,2015
29,3269,697,13.8%,0.238,0.394,25.6%,48.7%,25.8%,12.0%,49.9%,38.1%,429664,2B,72,210,2012
29,5235,322,18.0%,0.153,0.394,23.3%,48.7%,28.0%,16.0%,50.9%,33.2%,457759,3B,71,202,2014
27,12861,605,13.6%,0.232,0.394,18.8%,34.0%,47.2%,13.0%,52.8%,34.3%,543685,3B,73,200,2017
20,20123,659,20.0%,0.266,0.394,21.2%,41.6%,37.2%,12.5%,46.2%,41.4%,665742,LF,73,185,2019
29,7859,641,15.9%,0.228,0.394,27.8%,34.4%,37.8%,19.1%,46.6%,34.4%,453568,CF,75,220,2016
27,3735,26,23.1%,0.1,0.394,21.4%,42.9%,35.7%,14.3%,64.3%,21.4%,518963,3B,73,220,2013
22,14162,481,19.1%,0.235,0.394,20.4%,47.9%,31.7%,15.0%,45.5%,39.5%,621043,SS,76,215,2017
24,8609,4,50.0%,0,0.394,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,543148,C,70,215,2012
30,4747,691,24.5%,0.29,0.393,18.2%,33.8%,48.0%,17.9%,47.3%,34.8%,434158,CF,73,200,2011
23,19363,75,17.3%,0.265,0.393,22.2%,40.7%,37.0%,7.3%,61.8%,30.9%,669720,CF,73,195,2019
26,9847,674,15.0%,0.19,0.393,24.5%,40.7%,34.8%,10.9%,49.2%,39.9%,457705,CF,71,195,2013
30,3174,712,18.7%,0.178,0.393,21.1%,49.4%,29.4%,12.5%,57.1%,30.4%,425783,RF,71,210,2013
24,8433,149,20.8%,0.24,0.392,17.0%,42.0%,41.0%,22.0%,47.0%,31.0%,477195,1B,76,220,2011
23,15679,73,28.8%,0.3,0.392,26.0%,38.0%,36.0%,18.0%,42.0%,40.0%,642133,1B,76,255,2018
31,2616,507,15.4%,0.251,0.392,19.5%,38.2%,42.3%,19.5%,49.7%,30.8%,446359,SS,72,204,2017
24,16376,440,25.7%,0.276,0.392,24.4%,37.8%,37.8%,20.2%,38.2%,41.6%,624424,LF,73,215,2017
22,12164,335,35.5%,0.262,0.392,24.7%,33.3%,42.0%,11.7%,45.1%,43.2%,593934,3B,76,272,2015
19,20123,494,20.0%,0.225,0.392,17.5%,53.7%,28.8%,20.3%,44.9%,34.8%,665742,LF,73,185,2018
28,9777,662,14.0%,0.269,0.392,19.3%,36.0%,44.7%,16.9%,40.6%,42.5%,571448,3B,74,215,2019
32,2151,624,15.7%,0.28,0.392,19.3%,36.1%,44.5%,20.2%,43.9%,35.9%,429665,1B,73,230,2015
27,9874,635,12.6%,0.147,0.391,26.6%,50.6%,22.8%,13.2%,51.7%,35.2%,518934,2B,76,215,2016
25,13510,698,11.5%,0.282,0.391,20.7%,33.4%,45.9%,18.3%,45.6%,36.1%,608070,3B,69,190,2018
26,6184,480,26.3%,0.238,0.391,22.7%,40.5%,36.8%,11.2%,45.5%,43.3%,502110,RF,75,220,2014
25,9700,99,19.2%,0.215,0.391,18.9%,41.9%,39.2%,13.5%,43.2%,43.2%,489413,LF,74,220,2010
26,3473,676,16.0%,0.252,0.391,20.3%,38.4%,41.3%,16.7%,49.0%,34.3%,519203,1B,75,240,2016
27,3269,696,11.1%,0.214,0.391,19.3%,44.2%,36.5%,17.3%,47.3%,35.4%,429664,2B,72,210,2010
26,15640,498,30.5%,0.249,0.391,23.3%,41.7%,35.0%,13.5%,38.4%,48.1%,592450,RF,79,282,2018
31,639,641,12.8%,0.233,0.391,19.1%,40.5%,40.5%,18.3%,41.6%,40.1%,134181,3B,71,220,2010
30,3787,492,16.1%,0.207,0.391,22.9%,38.0%,39.1%,18.7%,45.0%,36.3%,431151,3B,72,205,2013
34,589,598,14.7%,0.225,0.391,21.1%,39.7%,39.2%,19.0%,44.3%,36.7%,136860,RF,73,215,2011
27,9777,673,18.1%,0.264,0.391,21.3%,39.9%,38.8%,15.4%,41.7%,43.0%,571448,3B,74,215,2018
26,5417,717,9.8%,0.194,0.391,26.2%,41.6%,32.2%,13.6%,52.6%,33.8%,514888,2B,66,165,2016
30,7620,320,26.3%,0.222,0.39,20.6%,41.2%,38.2%,10.7%,51.0%,38.4%,448605,CF,73,210,2012
29,3035,575,21.9%,0.247,0.39,19.5%,44.0%,36.5%,20.0%,44.3%,35.8%,434604,LF,77,245,2011
30,9218,690,25.1%,0.243,0.39,25.0%,38.6%,36.4%,16.9%,36.9%,46.2%,502671,1B,75,225,2018
29,3473,613,14.0%,0.227,0.39,25.3%,42.9%,31.9%,18.4%,44.3%,37.3%,519203,1B,75,240,2019
29,9272,670,31.0%,0.3,0.39,24.7%,31.8%,43.5%,9.7%,48.9%,41.4%,448801,1B,75,230,2015
25,4220,603,16.3%,0.204,0.39,17.6%,41.2%,41.2%,14.8%,45.1%,40.1%,475582,3B,75,215,2010
23,19755,367,27.8%,0.279,0.39,23.6%,43.6%,32.9%,10.2%,46.7%,43.1%,660271,P,76,210,2018
26,12161,698,17.5%,0.246,0.39,19.1%,41.2%,39.8%,14.1%,47.2%,38.8%,593428,SS,73,210,2019
32,2073,175,27.4%,0.266,0.389,17.8%,48.6%,33.6%,15.9%,40.2%,43.9%,425557,2B,74,220,2013
32,2218,277,24.2%,0.272,0.389,17.5%,44.6%,37.9%,13.0%,50.3%,36.7%,430605,LF,72,185,2013
26,3531,606,13.0%,0.242,0.389,19.5%,41.6%,38.8%,25.0%,44.6%,30.4%,453064,SS,75,205,2011
31,2151,542,15.1%,0.279,0.389,16.4%,36.4%,47.2%,15.4%,46.5%,38.1%,429665,1B,73,230,2014
27,4106,676,8.3%,0.178,0.389,25.7%,46.1%,28.2%,13.2%,53.0%,33.8%,488726,LF,74,200,2014
34,1887,666,15.9%,0.285,0.389,13.9%,37.3%,48.8%,17.1%,47.6%,35.3%,430832,RF,72,205,2015
27,10655,36,38.9%,0.226,0.388,29.4%,29.4%,41.2%,11.8%,52.9%,35.3%,542963,C,73,195,2017
24,5485,25,16.0%,0.208,0.388,15.8%,52.6%,31.6%,20.0%,50.0%,30.0%,517369,2B,72,220,2014
26,10324,679,21.2%,0.237,0.388,19.3%,47.1%,33.5%,18.3%,42.7%,39.1%,542303,LF,73,225,2017
22,20003,348,30.7%,0.268,0.388,24.0%,38.0%,38.0%,16.8%,38.9%,44.2%,669374,2B,71,190,2019
30,2151,621,10.0%,0.262,0.388,21.6%,35.1%,43.3%,14.2%,49.3%,36.6%,429665,1B,73,230,2013
29,697,73,30.1%,0.296,0.388,22.0%,36.0%,42.0%,20.0%,42.0%,38.0%,450317,C,73,210,2015
33,639,654,12.5%,0.24,0.388,21.1%,39.0%,39.9%,11.5%,52.7%,35.8%,134181,3B,71,220,2012
20,18401,487,25.3%,0.259,0.388,18.3%,42.3%,39.4%,13.7%,41.9%,44.4%,660670,LF,72,180,2018
32,4220,576,21.9%,0.269,0.387,19.9%,46.4%,33.7%,14.1%,45.4%,40.5%,475582,3B,75,215,2017
27,3707,387,21.4%,0.217,0.387,24.4%,36.0%,39.7%,12.8%,44.6%,42.6%,434567,C,73,225,2010
23,5361,629,19.2%,0.181,0.387,26.7%,38.2%,35.2%,9.2%,53.1%,37.7%,518692,1B,77,220,2013
32,7859,634,16.4%,0.262,0.387,23.0%,39.2%,37.8%,15.6%,44.1%,40.3%,453568,CF,75,220,2019
29,5361,692,18.4%,0.255,0.387,27.5%,38.3%,34.1%,12.3%,40.9%,46.8%,518692,1B,77,220,2019
32,3469,517,19.0%,0.251,0.387,18.8%,40.4%,40.7%,17.4%,45.5%,37.1%,432928,LF,72,220,2010
27,4022,501,12.6%,0.17,0.387,21.8%,52.2%,26.1%,17.9%,54.2%,27.9%,466320,LF,70,210,2012
26,5666,440,23.4%,0.26,0.387,22.9%,34.2%,43.0%,12.0%,49.3%,38.7%,519023,C,73,229,2014
31,1875,636,25.5%,0.292,0.387,21.3%,37.7%,41.1%,14.4%,48.7%,36.9%,285078,LF,76,240,2012
33,4885,52,11.5%,0.098,0.387,26.5%,47.1%,26.5%,25.6%,48.7%,25.6%,460579,CF,70,180,2014
33,1213,668,13.6%,0.216,0.387,18.0%,44.8%,37.2%,16.9%,47.8%,35.3%,333492,1B,76,225,2010
31,6184,657,21.0%,0.252,0.386,22.4%,42.8%,34.8%,10.2%,43.9%,45.9%,502110,RF,75,220,2019
27,3174,646,18.3%,0.184,0.386,19.7%,45.2%,35.0%,12.4%,49.1%,38.5%,425783,RF,71,210,2010
25,9777,696,14.8%,0.275,0.386,18.0%,35.2%,46.7%,14.5%,47.6%,37.9%,571448,3B,74,215,2016
28,1861,315,23.5%,0.214,0.386,14.8%,40.4%,44.8%,20.6%,40.7%,38.7%,400140,3B,74,220,2010
27,13723,16,12.5%,0.143,0.386,33.3%,41.7%,25.0%,33.3%,50.0%,16.7%,607732,C,77,76,2017
27,12158,262,16.4%,0.197,0.386,25.7%,45.1%,29.1%,21.1%,48.0%,30.9%,605131,C,70,187,2017
22,14221,97,24.7%,0.281,0.386,11.9%,52.2%,35.8%,16.4%,43.3%,40.3%,624585,RF,76,230,2014
30,11445,497,21.5%,0.244,0.386,18.4%,41.0%,40.7%,18.4%,42.0%,39.7%,592192,CF,74,212,2019
23,5222,674,18.7%,0.24,0.385,18.2%,36.9%,44.8%,23.8%,43.4%,32.8%,457708,LF,73,215,2011
25,12927,535,26.2%,0.219,0.385,21.6%,45.0%,33.3%,18.4%,44.4%,37.2%,607043,CF,75,207,2018
36,2434,645,21.7%,0.261,0.385,17.7%,40.4%,41.8%,14.7%,44.7%,40.7%,443558,RF,74,230,2017
23,15674,33,27.3%,0.29,0.385,27.3%,36.4%,36.4%,27.3%,36.4%,36.4%,624512,C,72,215,2018
27,5275,61,14.8%,0.231,0.385,27.9%,30.2%,41.9%,9.3%,48.8%,41.9%,465041,C,73,210,2013
32,4316,593,13.0%,0.221,0.385,27.6%,33.5%,38.9%,16.7%,47.6%,35.7%,502517,2B,73,221,2017
35,242,639,13.9%,0.217,0.384,22.4%,37.0%,40.6%,16.6%,53.8%,29.7%,117244,1B,74,220,2011
27,15362,567,13.2%,0.214,0.384,22.1%,43.3%,34.7%,11.2%,50.9%,37.8%,643446,2B,73,195,2019
38,639,389,13.4%,0.221,0.384,19.7%,43.2%,37.1%,17.4%,46.6%,36.1%,134181,3B,71,220,2017
21,19612,212,23.6%,0.26,0.384,22.6%,43.8%,33.6%,15.7%,51.7%,32.7%,666182,SS,72,185,2019
24,19251,693,26.4%,0.323,0.384,18.0%,40.5%,41.5%,15.8%,42.0%,42.2%,624413,1B,75,245,2019
27,5038,668,16.5%,0.199,0.384,20.6%,43.8%,35.6%,14.1%,54.4%,31.5%,518626,3B,73,210,2013
30,3269,681,12.5%,0.202,0.384,26.0%,44.3%,29.8%,12.2%,49.3%,38.5%,429664,2B,72,210,2013
25,3473,701,15.0%,0.234,0.384,21.8%,34.6%,43.6%,17.8%,49.0%,33.2%,519203,1B,75,240,2015
25,12564,656,25.6%,0.276,0.384,22.7%,34.3%,43.1%,15.9%,39.6%,44.5%,596115,SS,74,214,2018
31,1744,685,17.1%,0.211,0.384,24.8%,40.0%,35.2%,10.5%,44.6%,45.0%,408234,1B,76,249,2014
31,1177,651,8.9%,0.242,0.384,17.0%,44.7%,38.3%,20.6%,48.9%,30.5%,405395,1B,75,235,2011
34,1002,630,13.0%,0.24,0.384,18.9%,38.6%,42.5%,12.2%,48.4%,39.4%,133380,3B,73,205,2012
28,6184,517,24.8%,0.228,0.384,21.4%,42.4%,36.2%,10.7%,48.4%,41.0%,502110,RF,75,220,2016
23,13590,137,17.5%,0.231,0.384,16.5%,52.6%,30.9%,12.2%,52.0%,35.7%,608385,LF,75,215,2017
24,7476,551,23.8%,0.211,0.384,21.7%,37.8%,40.5%,16.9%,51.5%,31.7%,488671,C,71,210,2011
38,210,320,19.1%,0.162,0.383,22.7%,43.0%,34.3%,13.5%,52.2%,34.3%,120903,LF,72,225,2010
25,16424,261,23.4%,0.276,0.383,20.7%,40.2%,39.0%,12.1%,47.9%,40.0%,656669,RF,73,195,2019
24,5409,466,13.5%,0.237,0.383,19.5%,41.6%,38.9%,22.1%,47.4%,30.5%,467055,3B,71,268,2011
35,2434,667,23.8%,0.268,0.383,18.1%,44.4%,37.5%,16.3%,47.4%,36.4%,443558,RF,74,230,2016
28,8434,107,29.0%,0.219,0.383,29.2%,40.0%,30.8%,15.4%,49.2%,35.4%,477165,1B,74,250,2015
24,9952,135,19.3%,0.238,0.383,29.2%,38.5%,32.3%,26.0%,43.8%,30.2%,572204,RF,75,220,2015
30,1857,508,17.5%,0.153,0.383,27.7%,46.9%,25.4%,11.2%,51.4%,37.4%,408045,1B,77,225,2013
28,12861,597,13.7%,0.227,0.383,23.8%,32.6%,43.6%,14.5%,47.7%,37.8%,543685,3B,73,200,2018
33,1551,145,19.3%,0.19,0.383,20.7%,38.0%,41.3%,17.7%,50.0%,32.3%,424325,C,74,230,2010
33,1873,602,14.3%,0.19,0.383,20.8%,45.7%,33.6%,12.3%,49.3%,38.4%,407812,LF,76,240,2013
27,5631,449,22.9%,0.236,0.383,21.8%,43.2%,35.0%,8.3%,54.5%,37.3%,461314,CF,76,225,2012
28,5462,69,26.1%,0.22,0.383,21.4%,40.5%,38.1%,23.8%,45.2%,31.0%,445933,1B,77,245,2011
27,5209,690,20.1%,0.2,0.382,22.0%,39.5%,38.5%,19.6%,53.9%,26.5%,460086,LF,73,225,2011
34,745,606,23.9%,0.259,0.382,17.3%,37.9%,44.8%,15.7%,45.6%,38.7%,120074,1B,75,230,2010
27,15640,447,31.5%,0.267,0.382,27.3%,40.3%,32.4%,9.2%,37.0%,53.8%,592450,RF,79,282,2019
25,11464,7,0.0%,0,0.382,16.7%,50.0%,33.3%,14.3%,85.7%,0.0%,518502,CF,71,220,2014
27,13853,14,21.4%,0.308,0.382,20.0%,50.0%,30.0%,40.0%,20.0%,40.0%,621563,2B,73,200,2017
28,9218,705,21.3%,0.192,0.382,24.7%,46.5%,28.8%,14.2%,48.3%,37.5%,502671,1B,75,225,2016
28,5497,515,19.2%,0.226,0.382,19.9%,43.9%,36.2%,18.6%,48.8%,32.7%,503556,SS,73,205,2017
30,3442,674,22.1%,0.221,0.382,17.8%,39.6%,42.7%,18.7%,42.9%,38.4%,462564,2B,71,210,2010
27,7480,243,27.6%,0.227,0.382,24.3%,41.4%,34.2%,11.8%,48.0%,40.1%,455077,1B,72,210,2013
35,9957,251,16.3%,0.228,0.382,20.5%,43.8%,35.8%,16.5%,46.6%,36.9%,456665,1B,71,200,2018
28,6364,170,19.4%,0.248,0.381,21.7%,38.0%,40.3%,15.5%,48.1%,36.4%,502143,3B,74,210,2013
31,5506,38,42.1%,0.3,0.381,14.3%,50.0%,35.7%,6.3%,50.0%,43.8%,435459,C,72,200,2014
23,11846,8,12.5%,0.125,0.381,28.6%,57.1%,14.3%,42.9%,28.6%,28.6%,547982,CF,74,200,2011
21,4949,601,27.6%,0.275,0.381,16.3%,45.2%,38.5%,20.5%,39.9%,39.6%,519317,RF,78,245,2011
35,1281,462,18.4%,0.293,0.381,18.9%,38.8%,42.3%,16.7%,48.1%,35.3%,407893,1B,75,225,2015
27,8090,717,13.7%,0.163,0.381,27.3%,38.7%,34.0%,10.2%,56.7%,33.1%,572761,3B,75,205,2013
26,4613,714,19.3%,0.209,0.381,17.9%,42.4%,39.7%,17.0%,43.8%,39.2%,425902,1B,71,275,2010
31,13051,360,26.7%,0.198,0.381,25.2%,47.9%,26.9%,16.4%,52.1%,31.5%,499624,1B,76,210,2015
30,319,648,30.7%,0.276,0.381,17.9%,33.1%,49.0%,14.1%,42.2%,43.8%,276055,1B,78,285,2010
32,639,525,10.1%,0.265,0.381,18.1%,37.8%,44.1%,22.6%,42.8%,34.6%,134181,3B,71,220,2011
27,12552,662,28.5%,0.301,0.381,21.7%,36.0%,42.3%,15.1%,38.3%,46.7%,553993,3B,71,213,2019
24,14162,321,23.4%,0.289,0.38,21.3%,39.1%,39.6%,20.8%,34.3%,44.9%,621043,SS,76,215,2019
26,13611,706,14.3%,0.229,0.38,24.8%,31.5%,43.8%,11.5%,45.5%,43.0%,605141,RF,69,180,2019
28,9847,685,19.4%,0.196,0.38,23.5%,38.2%,38.2%,13.1%,47.5%,39.4%,457705,CF,71,195,2015
26,12564,656,26.5%,0.26,0.38,24.3%,33.4%,42.3%,12.2%,43.9%,43.9%,596115,SS,74,214,2019
35,639,614,12.1%,0.168,0.38,22.1%,42.3%,35.6%,14.0%,52.7%,33.3%,134181,3B,71,220,2014
23,12564,415,31.3%,0.296,0.38,23.6%,29.3%,47.1%,14.3%,40.8%,44.9%,596115,SS,74,214,2016
33,2103,615,22.9%,0.264,0.38,19.0%,38.0%,43.0%,13.0%,49.5%,37.5%,425545,LF,74,230,2012
21,15998,548,26.6%,0.315,0.38,17.6%,35.3%,47.1%,14.0%,43.0%,43.0%,641355,1B,76,203,2017
27,2136,517,20.7%,0.21,0.38,21.3%,52.1%,26.6%,13.3%,51.4%,35.4%,444482,LF,73,210,2015
27,3473,691,13.0%,0.234,0.38,20.1%,40.7%,39.2%,19.8%,45.9%,34.4%,519203,1B,75,240,2017
24,19290,23,17.4%,0.2,0.38,12.5%,56.3%,31.3%,25.0%,37.5%,37.5%,668227,CF,71,170,2019
25,7287,542,19.4%,0.231,0.38,18.0%,48.4%,33.6%,25.9%,44.0%,30.1%,471865,RF,73,220,2011
33,2396,686,15.7%,0.234,0.38,17.1%,45.2%,37.7%,16.3%,40.5%,43.3%,467793,1B,71,210,2019
24,15672,591,22.2%,0.268,0.38,23.1%,34.1%,42.9%,13.3%,41.4%,45.4%,640457,RF,75,220,2019
24,2396,192,15.1%,0.207,0.38,21.1%,35.0%,43.9%,16.0%,40.8%,43.2%,467793,1B,71,210,2010
27,15429,634,22.9%,0.239,0.379,20.9%,35.9%,43.2%,16.8%,47.5%,35.8%,592178,3B,77,230,2019
23,14225,640,19.4%,0.185,0.379,14.8%,51.7%,33.4%,17.4%,48.1%,34.6%,624577,RF,74,240,2014
28,1908,693,16.5%,0.213,0.379,21.1%,39.5%,39.5%,13.7%,48.7%,37.7%,408236,1B,74,215,2010
24,17232,559,27.5%,0.233,0.379,23.1%,42.3%,34.5%,12.2%,47.9%,39.9%,660162,2B,74,205,2019
29,4949,72,33.3%,0.203,0.379,22.2%,44.4%,33.3%,27.8%,30.6%,41.7%,519317,RF,78,245,2019
23,13611,730,11.0%,0.216,0.379,19.3%,41.4%,39.4%,17.4%,49.3%,33.4%,605141,RF,69,180,2016
29,4599,635,21.9%,0.223,0.379,19.6%,35.5%,44.9%,16.2%,40.3%,43.5%,430897,RF,72,195,2010
26,13602,58,32.8%,0.26,0.379,25.8%,35.5%,38.7%,25.8%,29.0%,45.2%,621550,3B,74,220,2018
28,7996,307,19.5%,0.21,0.379,26.6%,42.1%,31.3%,17.7%,45.1%,37.2%,500874,RF,78,215,2017
26,15608,97,3.1%,0.161,0.379,23.1%,40.7%,36.3%,14.3%,53.9%,31.9%,553902,C,69,225,2018
27,49,66,24.2%,0.127,0.379,20.0%,52.5%,27.5%,10.0%,57.5%,32.5%,452035,LF,78,265,2014
39,745,614,15.5%,0.28,0.379,22.4%,36.7%,41.0%,11.8%,46.4%,41.9%,120074,1B,75,230,2015
34,639,690,11.3%,0.193,0.379,21.8%,38.2%,40.0%,9.4%,55.3%,35.3%,134181,3B,71,220,2013
26,12164,439,36.2%,0.329,0.378,21.2%,36.9%,41.9%,9.0%,38.3%,52.7%,593934,3B,76,272,2019
26,9368,312,19.6%,0.238,0.378,21.9%,37.7%,40.5%,11.2%,51.2%,37.7%,446334,3B,73,215,2012
26,13145,613,19.2%,0.292,0.378,18.8%,44.0%,37.3%,13.2%,41.4%,45.4%,605137,1B,76,240,2019
28,2234,671,22.1%,0.212,0.378,20.5%,41.5%,38.0%,12.4%,50.0%,37.6%,430637,2B,73,200,2010
32,1873,688,19.2%,0.202,0.378,18.9%,46.2%,35.0%,9.3%,51.3%,39.4%,407812,LF,76,240,2012
27,14221,679,26.2%,0.304,0.378,19.5%,39.3%,41.2%,13.0%,40.2%,46.8%,624585,RF,76,230,2019
26,3410,685,15.3%,0.197,0.378,16.8%,48.3%,34.9%,17.8%,47.8%,34.4%,460075,LF,74,205,2010
29,6274,340,12.1%,0.243,0.378,18.3%,35.0%,46.7%,14.6%,48.0%,37.4%,435041,LF,73,235,2012
27,9854,6,16.7%,0,0.378,33.3%,66.7%,0.0%,33.3%,66.7%,0.0%,519068,1B,72,210,2013
29,5222,635,28.3%,0.268,0.378,19.6%,36.8%,43.7%,19.8%,39.2%,41.0%,457708,LF,73,215,2017
25,11145,49,8.2%,0.156,0.378,28.2%,51.3%,20.5%,31.0%,50.0%,19.1%,518568,2B,70,195,2014
28,5361,707,18.7%,0.196,0.378,32.3%,36.4%,31.3%,11.0%,47.2%,41.9%,518692,1B,77,220,2018
32,3410,564,17.4%,0.233,0.378,19.3%,55.7%,25.1%,17.8%,47.8%,34.4%,460075,LF,74,205,2016
26,7870,346,12.7%,0.193,0.378,21.1%,41.5%,37.5%,10.9%,54.4%,34.8%,518960,C,72,200,2012
28,4720,699,22.5%,0.212,0.378,19.5%,48.5%,32.1%,12.4%,51.6%,36.1%,452104,3B,74,215,2012
31,1887,399,15.8%,0.286,0.378,13.6%,37.0%,49.5%,13.6%,49.8%,36.6%,430832,RF,72,205,2012
28,8252,668,18.6%,0.188,0.377,17.9%,51.3%,30.8%,28.3%,43.3%,28.3%,452254,RF,76,230,2011
33,5038,659,23.5%,0.262,0.377,21.5%,42.2%,36.4%,15.2%,37.6%,47.2%,518626,3B,73,210,2019
28,3035,293,21.8%,0.229,0.377,15.8%,46.3%,37.9%,16.3%,44.3%,39.4%,434604,LF,77,245,2010
30,15676,675,17.6%,0.248,0.377,18.2%,45.3%,36.4%,15.8%,43.7%,40.5%,547989,1B,75,255,2017
20,4940,623,20.5%,0.179,0.377,17.8%,55.1%,27.2%,15.2%,45.9%,38.8%,518792,RF,77,240,2010
38,1873,65,27.7%,0.151,0.377,25.7%,40.0%,34.3%,14.3%,40.0%,45.7%,407812,LF,76,240,2018
27,1857,584,9.1%,0.141,0.377,24.2%,46.8%,29.0%,7.3%,51.0%,41.7%,408045,1B,77,225,2010
36,8252,316,21.8%,0.255,0.377,19.6%,44.7%,35.6%,14.2%,43.4%,42.5%,452254,RF,76,230,2019
22,17350,702,17.0%,0.244,0.377,21.3%,44.4%,34.3%,17.7%,44.7%,37.6%,646240,3B,72,237,2019
27,15564,237,20.7%,0.257,0.377,18.5%,38.9%,42.6%,21.0%,46.3%,32.7%,643603,1B,71,225,2018
26,7399,679,16.3%,0.197,0.377,23.9%,47.3%,28.8%,10.1%,53.3%,36.7%,456714,1B,72,260,2012
35,1327,629,18.0%,0.163,0.377,20.0%,39.9%,40.1%,15.3%,45.5%,39.2%,150029,RF,77,235,2014
25,11493,709,14.7%,0.241,0.377,17.8%,40.0%,42.2%,17.5%,43.9%,38.7%,592518,3B,75,215,2018
26,12510,113,30.1%,0.356,0.377,11.8%,42.6%,45.6%,10.1%,58.0%,31.9%,592200,C,75,225,2015
23,11859,22,13.6%,0.286,0.376,23.5%,52.9%,23.5%,22.2%,61.1%,16.7%,592863,CF,73,195,2015
26,12552,606,23.4%,0.243,0.376,24.6%,38.4%,37.1%,8.4%,43.0%,48.6%,553993,3B,71,213,2018
28,1736,586,7.0%,0.156,0.376,21.1%,42.1%,36.8%,27.5%,49.0%,23.5%,408314,SS,72,195,2011
31,1845,333,31.2%,0.229,0.376,18.8%,31.3%,50.0%,19.2%,45.2%,35.6%,430404,LF,73,230,2012
30,8027,318,15.1%,0.159,0.376,20.7%,46.7%,32.6%,14.1%,48.8%,37.2%,452252,1B,74,195,2014
27,3516,671,15.5%,0.179,0.376,22.2%,55.6%,22.2%,21.8%,48.7%,29.5%,543333,1B,76,225,2017
29,1945,551,20.7%,0.226,0.376,20.6%,44.6%,34.8%,17.3%,48.2%,34.6%,430611,RF,78,240,2011
27,12856,629,17.6%,0.239,0.376,17.9%,48.3%,33.8%,17.9%,45.4%,36.7%,543807,RF,75,215,2017
29,3787,670,16.7%,0.186,0.376,22.2%,42.4%,35.4%,15.4%,51.9%,32.7%,431151,3B,72,205,2012
28,49,71,28.2%,0.209,0.376,14.9%,38.3%,46.8%,12.8%,53.2%,34.0%,452035,LF,78,265,2015
26,10953,118,13.6%,0.189,0.376,18.9%,55.6%,25.6%,16.5%,58.2%,25.3%,594838,2B,73,200,2015
25,11579,695,24.3%,0.247,0.376,22.2%,39.8%,38.0%,11.8%,45.9%,42.3%,547180,RF,75,220,2018
23,11368,226,17.3%,0.172,0.376,16.8%,52.9%,30.3%,10.3%,56.1%,33.6%,518735,C,73,235,2012
24,13473,29,34.5%,0.074,0.376,17.6%,58.8%,23.5%,0.0%,88.2%,11.8%,596105,LF,72,210,2017
26,13723,15,26.7%,0.067,0.376,27.3%,45.5%,27.3%,9.1%,54.6%,36.4%,607732,C,77,76,2016
29,1857,641,13.7%,0.127,0.376,25.0%,52.6%,22.4%,11.7%,51.2%,37.1%,408045,1B,77,225,2012
24,9368,661,18.8%,0.213,0.376,20.3%,36.6%,43.1%,13.5%,50.2%,36.3%,446334,3B,73,215,2010
30,6104,668,12.9%,0.22,0.375,21.1%,34.3%,44.6%,16.7%,48.9%,34.4%,431094,2B,71,200,2012
29,7007,563,9.8%,0.186,0.375,24.8%,40.0%,35.2%,10.7%,57.6%,31.7%,425877,C,71,205,2012
32,8090,677,23.3%,0.266,0.375,26.7%,26.4%,46.9%,9.3%,41.7%,49.0%,572761,3B,75,205,2018
36,248,365,10.4%,0.17,0.375,21.6%,46.7%,31.7%,15.0%,47.7%,37.3%,120044,RF,72,215,2010
26,5760,561,19.8%,0.176,0.375,20.3%,52.2%,27.5%,15.7%,49.0%,35.3%,541645,RF,76,250,2017
31,3353,293,22.9%,0.221,0.375,18.4%,46.0%,35.6%,17.1%,47.0%,36.0%,459964,RF,74,200,2016
26,4062,530,24.2%,0.174,0.375,27.2%,39.2%,33.5%,16.5%,52.7%,30.8%,451594,CF,77,195,2012
30,8090,566,19.1%,0.235,0.375,26.2%,30.6%,43.2%,10.0%,48.1%,41.9%,572761,3B,75,205,2016
27,8370,731,11.6%,0.167,0.375,19.1%,47.7%,33.3%,20.2%,53.0%,26.8%,456030,2B,69,175,2011
33,1002,626,11.0%,0.204,0.375,23.2%,33.9%,42.9%,23.4%,47.8%,28.8%,133380,3B,73,205,2011
30,9874,655,13.7%,0.191,0.375,23.7%,50.1%,26.2%,14.3%,45.3%,40.4%,518934,2B,76,215,2019
27,957,222,21.2%,0.241,0.375,17.0%,35.9%,47.1%,27.5%,41.2%,31.4%,453303,2B,73,190,2011
31,2103,451,18.8%,0.192,0.375,20.4%,30.8%,48.8%,19.0%,39.1%,41.9%,425545,LF,74,230,2010
24,19294,135,21.5%,0.198,0.375,19.5%,52.9%,27.6%,12.6%,58.6%,28.7%,669256,3B,71,190,2019
29,9744,429,22.1%,0.247,0.374,23.1%,43.4%,33.6%,19.6%,41.6%,38.8%,571506,1B,76,270,2017
28,3269,681,14.1%,0.231,0.374,22.3%,46.7%,31.0%,23.9%,45.4%,30.7%,429664,2B,72,210,2011
